300,768,3000,6,6,24,44,25
140,2000,4000,0,3,6,29,28
50,1000,4000,8,3,5,26,30
900,512,1000,0,1,2,11,17
38,4000,8000,32,16,32,116,80
72,4000,16000,64,8,16,143,120
350,64,64,0,1,4,10,15
300,1000,16000,8,2,112,38,73
800,256,8000,0,1,4,22,34
25,2000,12000,8,1,4,49,59
110,5000,5000,142,8,64,120,124
240,512,2000,8,1,5,11,22
125,256,6000,256,16,128,198,199
60,4000,16000,64,5,8,93,117
330,1000,4000,0,3,6,22,25
700,256,2000,0,1,1,24,19
52,4000,16000,32,4,12,130,99
160,2000,8000,32,1,13,109,53
320,512,2000,4,1,3,69,21
600,768,2000,0,1,1,16,20
60,4000,16000,32,1,6,86,95
900,1000,1000,0,1,2,11,18
133,1000,8000,9,3,12,72,41
30,8000,64000,128,12,176,1150,978
143,3100,6200,0,5,20,33,39
225,1000,4000,2,3,6,24,26
75,2000,16000,64,1,38,144,113
56,1000,4000,0,1,6,17,26
50,2000,16000,24,1,6,80,82
200,1000,2000,0,1,2,25,21
23,16000,64000,64,16,32,636,749
400,1000,3000,0,1,2,38,23
38,16000,32000,128,16,32,510,426
800,256,8000,0,1,4,14,34
167,524,2000,8,4,15,19,23
140,2000,32000,32,1,54,141,181
50,2620,10480,30,12,24,32,74
40,8000,32000,64,8,24,277,266
140,2000,32000,32,1,20,134,175
50,2000,32000,48,26,52,208,227
115,2000,4000,2,1,5,40,29
800,256,8000,0,1,4,12,34
240,512,1000,8,1,3,6,19
110,1000,12000,16,1,2,60,56
92,2000,8000,32,1,6,62,53
330,1000,2000,0,1,2,16,20
50,2000,16000,12,3,16,45,80
23,32000,64000,128,32,64,1144,1238
116,2000,8000,32,5,28,70,56
59,8000,16000,64,12,24,188,149
133,1000,12000,9,3,12,72,54
50,2000,16000,8,3,6,60,74
180,262,4000,0,1,3,12,24
300,768,4500,0,1,24,45,27
105,2000,4000,8,3,8,22,31
180,768,12000,6,1,31,84,53
38,8000,16000,64,4,8,100,142
140,1000,16000,16,1,3,138,72
38,4000,8000,32,16,32,51,80
26,8000,16000,0,8,16,185,113
1500,768,1000,0,0,0,12,18
38,8000,32000,64,8,24,326,267
25,2000,12000,16,3,5,66,65
140,2000,4000,0,4,8,40,29
225,2000,4000,8,3,6,40,31
30,8000,64000,96,12,176,915,919
480,96,512,0,1,1,6,15
25,1310,2620,131,12,24,274,102
800,256,8000,0,1,4,20,34
160,1000,4000,8,1,14,38,29
38,4000,16000,128,16,32,212,190
56,2000,8000,0,1,8,24,41
64,5240,20970,30,12,24,208,136
50,2000,16000,24,6,16,65,88
110,3100,6200,0,6,64,76,45
50,2000,16000,24,1,6,70,82
185,2000,16000,16,1,6,76,76
112,1000,1000,0,1,4,8,19
160,512,4000,2,1,5,30,25
26,16000,32000,64,8,24,465,350
23,16000,32000,64,16,32,367,381
105,2000,6000,16,6,16,33,41
50,1000,4000,8,1,5,29,29
75,2000,16000,128,1,38,259,157
400,2000,4000,0,1,1,32,28
175,256,2000,0,3,24,22,20
125,2000,8000,0,2,14,52,41
92,2000,8000,4,1,6,50,41
29,8000,32000,32,8,32,220,253
400,512,3500,4,1,6,40,24
59,4000,12000,32,6,12,113,81
140,2000,4000,8,1,20,35,32
300,192,768,6,6,24,36,18
480,1000,4000,0,0,0,45,25
143,1000,2000,0,5,16,31,22
320,512,5000,4,1,5,77,28
98,1000,8000,32,2,8,46,50
800,768,2000,0,0,0,20,20
200,1000,4000,0,1,4,30,25
140,2000,8000,32,1,54,66,57
143,1500,6300,0,5,32,30,35
110,1000,4000,16,1,2,26,30
800,256,8000,0,1,4,16,34
810,1000,5000,0,1,1,20,28
50,2620,10480,30,12,24,63,74
480,512,8000,32,0,0,67,47
400,4000,8000,0,1,1,32,45
200,2000,8000,64,1,5,41,67
50,2000,16000,8,3,5,40,74
56,2000,6000,0,1,8,21,35
50,2000,16000,24,6,16,54,88
50,2000,16000,8,3,6,52,74
180,262,4000,0,1,3,18,24
75,3000,8000,8,3,48,64,54
50,2000,4000,0,3,6,27,30
225,2000,4000,8,3,6,34,31
23,16000,32000,64,16,32,489,381
26,8000,32000,128,24,32,405,382
330,1000,3000,0,2,4,16,23
50,2000,32000,112,52,104,307,341
140,2000,4000,8,1,20,22,32
40,8000,16000,32,8,16,214,126
100,1000,8000,24,3,6,32,46
300,768,12000,6,6,24,50,52
29,8000,16000,32,8,16,132,132
50,8000,16000,48,1,10,136,128
50,2000,8000,8,1,6,56,44
115,512,6000,16,1,6,45,35
1100,512,1500,0,1,1,7,18
250,512,4000,0,1,7,25,24
26,8000,32000,64,12,16,248,275
35,8000,32000,64,8,24,370,270
1500,768,2000,0,0,0,18,20
72,2000,8000,16,6,8,105,48
124,1000,8000,0,1,8,42,37
320,128,6000,0,1,12,23,28
26,8000,32000,64,8,32,318,290
25,1310,2620,131,12,24,368,102
115,2000,8000,16,1,3,50,46
17,4000,16000,32,6,12,133,116
26,16000,32000,64,16,24,465,361
90,256,1000,0,3,10,17,18
320,512,8000,4,1,5,40,36
140,2000,32000,32,1,54,189,181
180,512,4000,0,1,3,14,24
50,4000,16000,64,5,10,111,119
56,4000,12000,0,1,8,42,62
70,4000,12000,8,6,8,75,67
105,1000,4000,0,3,24,32,28
250,512,4000,0,4,7,50,24
60,2000,8000,65,1,8,92,70
200,512,16000,0,4,32,35,64
100,1000,8000,24,2,6,26,46
56,4000,16000,0,1,8,46,78
38,8000,24000,160,4,8,140,281
26,8000,24000,32,8,16,173,183
300,384,12000,6,1,24,53,50
180,512,4000,0,1,3,21,24
300,1000,4000,8,3,64,38,30
250,1000,16000,1,1,8,50,64
26,8000,32000,0,8,24,277,220
143,2300,6200,0,6,64,61,40
150,512,4000,0,8,128,30,33
160,1000,8000,16,1,14,60,43
900,2000,4000,0,3,6,37,28
56,5240,20970,30,12,24,106,138
900,1000,4000,4,1,2,18,26
