1,1
2,1.5
3,1.83333333333333
4,2.08333333333333
5,2.28333333333333
6,2.45
7,2.59285714285714
8,2.71785714285714
9,2.82896825396825
10,2.92896825396825
11,3.01987734487734
12,3.10321067821068
13,3.18013375513376
14,3.25156232656233
15,3.31822899322899
16,3.38072899322899
17,3.43955252264076
18,3.49510807819631
19,3.54773965714368
20,3.59773965714368
21,3.64535870476273
22,3.69081325021727
23,3.73429151108684
24,3.77595817775351
25,3.81595817775351
26,3.85441971621505
27,3.89145675325208
28,3.92717103896637
29,3.96165379758706
30,3.99498713092039
31,4.02724519543652
32,4.05849519543652
33,4.08879822573955
34,4.11820999044543
35,4.14678141901686
36,4.17455919679464
37,4.20158622382167
38,4.22790201329535
39,4.25354303893638
40,4.27854303893638
41,4.30293328283881
42,4.32674280664834
43,4.34999862060183
44,4.3727258933291
45,4.39494811555132
46,4.4166872459861
47,4.43796384173078
48,4.45879717506412
49,4.47920533832942
50,4.49920533832942
